158.15			10.10			4924.50
186.21			8.92			4251.19
118.09			10.08			4842.21
159.16			8.84			4145.44
146.14			10.28			4971.21
242.27			11.16			5627.51
240.13			14.70			7494.80
228.24			12.11			6220.39
245.23			10.75			5350.75
184.23			9.71			4747.62
254.32			9.30			4598.81
254.32			9.30			4598.81
211.13			14.14			7154.62
162.18			12.43			6225.96
224.13			11.75			5878.18
134.09			11.69			5780.46
186.25			11.00			5496.59
257.30			11.32			5778.37
219.15			8.78			4191.31
230.26			13.50			6959.96
233.18			9.16			4437.56
165.10			11.48			5579.02
170.21			8.99			4355.04
173.19			10.38			4995.31
272.12			13.86			7081.70
238.32			11.30			5713.96
147.11			10.48			5078.22
239.33			9.37			4598.49
177.18			9.46			4425.38
150.13			12.52			6250.45
132.12			10.59			5176.24
104.11			9.39			4505.37
219.15			11.89			6039.12
149.10			9.03			4253.64
172.22			8.85			4281.64
186.21			10.00			4938.87
160.17			9.27			4509.35
177.13			9.95			4806.70
240.30			12.27			6278.35
195.13			14.98			7652.47
120.06			9.43			4318.90
204.18			12.57			6392.67
179.13			11.41			5580.07
226.27			11.78			5988.36
303.31			10.59			5225.26
252.35			8.59			4168.41
257.30			13.42			6909.01
200.19			11.01			5555.04
186.21			10.17			5011.53
253.36			8.24			3868.50
231.20			8.66			4122.24
260.28			15.59			8164.26
287.29			12.00			6161.21
160.13			9.37			4472.59
256.12			13.96			7064.46
255.12			9.24			4146.58
172.18			10.56			5215.72
317.29			8.88			4089.00
186.21			10.26			5042.84
285.36			9.70			4800.40
218.25			13.45			6924.25
263.25			9.53			4553.72
104.06			10.22			4948.43
268.35			12.07			6197.59
240.30			11.75			6019.32
256.12			12.50			6280.91
182.17			8.73			4256.57
267.34			8.59			4156.85
120.10			10.19			4990.94
114.10			8.58			3956.24
190.19			14.28			7330.75
255.33			10.54			5321.31
170.21			9.59			4624.74
177.11			10.52			5083.55
181.04			10.42			4983.82
242.31			11.45			5850.48
252.35			11.32			5761.02
252.35			9.22			4536.36
186.25			10.39			5092.07
252.35			8.59			4168.41
252.35			8.59			4168.41
200.23			10.21			5055.83
146.14			8.99			4253.26
205.19			10.94			5365.68
179.11			9.34			4230.42
174.19			11.04			5507.64
173.17			9.04			4215.48
172.18			10.08			4961.30
146.14			9.31			4433.43
181.10			11.39			5557.84
148.11			9.89			4712.87
241.30			10.14			5065.51
268.35			12.07			6197.59
226.10			10.14			4934.08
200.19			9.86			4878.15
158.20			8.76			4206.31
199.00			8.43			3905.71
215.00			7.43			3885.28
231.00			8.42			4628.92
247.00			7.42			4608.48
263.00			8.45			4967.31
279.00			7.45			4946.88
295.00			8.45			5690.51
311.00			7.44			5670.08
327.00			8.44			6413.72
343.00			7.43			6393.28
359.00			9.98			7317.86
182.00			8.94			4451.03
198.00			6.42			3864.85
214.00			7.42			4608.48
230.00			6.41			4588.05
246.00			7.45			4946.88
262.00			6.44			4926.45
278.00			7.44			5670.08
